CD_MUN,Pop 2018,GDP,GDP Tax,GDP Agro,GDP Indu,GDP Serv Pri,GDP Serv Publ
2106003,11867,171594,5821,11051,62753,43931,48038
2106102,12098,221375,6103,115596,8720,48130,42826
2106201,6917,49842,1798,6635,2026,12629,26754
2106300,19620,123112,4933,17714,5633,30217,64615
2106326,21201,178767,13237,17958,7449,68841,71282
2106359,7810,59546,1260,15631,1583,11269,29803
2106375,16013,98939,4587,16860,5234,20031,52227
2106409,16679,146852,6060,26891,9763,39576,64562
2106508,23256,161673,7631,26042,8292,44935,74772
2106607,33615,184877,9146,12205,7141,49982,106403
2106631,16451,78770,1566,12494,2638,12125,49948
2106672,8445,53339,994,12634,1586,9167,28958
2106706,21000,205929,8506,63634,9936,56405,67447
2106755,28001,554677,48557,10403,292752,97357,105608
2106805,14913,101730,5391,5485,4239,35354,51262
2106904,33201,217327,7986,40654,8512,46867,113308
2107001,9209,66109,1982,14015,3140,14852,32119
2107100,19292,124467,8967,5268,4899,39534,65800
2107209,14264,72460,1894,5929,2759,13061,48818
2107258,5340,57284,1693,20748,1890,11778,21176
2107308,4683,38728,1329,7312,1585,9200,19302
2107357,20774,133134,4926,24541,4036,32991,66640
2107407,19448,150681,6828,20749,5382,43316,74406
2107456,14563,90310,4464,10357,4175,25057,46255
2107506,120621,932792,61875,15114,109848,393398,352557
2107605,19661,123886,3943,16949,4578,29654,68763
2107704,21290,137324,8917,14910,8621,48478,56398
2107803,34805,228832,9865,39544,8430,56375,114618
2107902,18898,147174,6938,22872,8097,45165,64103
2108009,19358,197065,12305,34962,27964,54737,67096
2108058,15901,103163,8881,7089,3284,25344,58565
2108108,21015,150492,8812,17323,6060,50677,67620
2108207,39267,602134,53822,26040,65618,318841,137814
2108256,24930,140326,4358,13218,3971,29062,89716
2108306,38203,214191,7892,22696,7542,53402,122659
2108405,14291,78444,3274,8748,2936,20647,42839
2108454,23025,217807,21126,8849,8096,97923,81814
2108504,32815,260645,14279,17939,14533,77838,136055
2108603,82990,827467,82560,45202,37095,412856,249755
2108702,21594,159290,8301,13942,8437,54969,73640
2108801,18527,116527,4147,10470,4709,28556,68645
2108900,18157,149105,5920,24607,4841,44341,69397
2109007,23675,526542,65474,35036,105830,227599,92603
2109056,5995,40477,997,7268,1751,8319,22143
2109106,47567,588058,64706,20957,40075,316327,145992
2109205,12629,87131,1752,18304,3444,14841,48790
2109239,6959,48807,1881,9740,1718,10972,24496
2109270,18764,128229,2669,32686,4394,24096,64385
2109304,11124,69910,1776,5683,2378,15370,44701
2109403,15197,74482,1986,10969,2092,11583,47852
2109452,30337,237789,17646,17159,23145,88596,91242
2109502,20243,353042,14253,168901,14763,85668,69457
2109551,7755,82678,3221,27646,4486,18249,29076
2109601,42482,357995,29128,11207,37168,150075,130416
2109700,5663,254370,10199,157815,12814,50552,22990
2109759,7719,50029,1794,6236,1867,12113,28020
2109809,41770,286660,13409,33121,12577,85597,141955
2109908,88590,1292824,153490,20902,65817,747859,304755
2110005,72440,569896,26812,100634,20101,172196,250153
2110039,25134,214296,13738,31128,11973,75853,81603
2110104,25519,185180,9182,15642,7648,58840,93868
2110203,37404,270318,25200,9879,25186,93805,116247
2110237,13223,64833,1546,4673,1956,13020,43637
2110278,15654,79255,2347,10036,2121,14968,49784
2110302,14534,1914173,91775,17529,1643188,72710,88971
2110401,18608,118463,4400,8259,6801,31319,67684
2110500,44811,274190,15557,11745,11914,97127,137847
2110609,28343,254393,23184,37215,10042,104285,79668
2110658,7363,217717,15142,97748,8346,68985,27497
2110708,34368,290938,18940,35025,13192,114347,109435
2110807,4609,46713,1751,15035,2488,9846,17594
2110856,11652,102539,5584,24429,4240,28151,40134
2110906,12201,74647,1845,12302,3186,16341,40973
2111003,20629,122992,4272,14446,3968,32257,68049
2111029,15828,89677,2590,13844,2512,20273,50458
2111052,11162,123747,5759,35789,4821,32175,45204
2111078,18438,102084,3503,6634,3719,21916,66311
2111102,25860,267001,19614,20473,22045,122105,82763
2111201,176321,2180556,227510,18653,207907,1198016,528471
2111250,7642,50523,1731,7979,2063,13055,25695
2111300,1094667,33605801,6415281,20396,7460218,16141426,3568480
2111409,18988,138196,4701,24551,4750,35817,68377
2111508,41350,344586,16735,58586,18373,121380,129513
2111532,12645,97408,7752,11337,9028,27558,41734
2111573,4651,53609,2786,17653,1493,13809,17868
2111607,18755,417334,23476,192056,22354,113200,66248
2111631,5345,38455,1153,5064,1390,8877,21971
2111672,6649,41077,1021,5227,1291,8421,25117
2111706,22142,137312,5103,20320,4877,35144,71868
2111722,13730,71397,1957,8081,2100,14584,44676
2111748,11067,81235,4043,14690,2766,23570,36167
2111763,14367,145403,6997,32110,6631,44506,55159
2111789,10206,68906,1794,5704,2257,14496,44655
2111805,18001,152592,6189,44231,4337,36151,61684
2111904,10639,77725,2822,15386,3068,19511,36937
2111953,5645,40974,1553,7978,1898,9123,20422
2112001,8459,1164695,17181,902721,48383,157238,39172
2112100,29064,167897,6761,9343,8077,47485,96231
2112209,167973,1867974,197153,20921,200177,912537,537186
2112233,21885,281758,14595,16423,86258,86039,78444
2112274,5826,48607,1173,5632,1806,10066,29930
2112308,41621,313331,13200,51436,12893,87955,147847
2112407,35497,254813,6889,77638,8345,49348,112594
2112456,25365,158969,4789,32582,4526,34623,82450
2112506,58311,408956,26058,28613,15552,142733,195999
2112605,32775,191043,8951,12281,7373,57513,104925
2112704,55841,325705,16382,19174,18038,100954,171157
2112803,52229,412359,27177,54065,15425,158029,157664
2112852,13183,110572,6146,29627,4570,25566,44664
2112902,32664,257814,15991,31874,14265,89129,106555
2113009,31525,257078,14731,30045,9645,90912,111745
2114007,51471,433870,32324,43077,17046,176976,164446
2200053,7065,52096,2686,6859,1636,10995,29920
2200103,5148,37493,1818,4074,2342,7349,21910
2200202,17349,200564,16067,2909,12341,90386,78861
2200251,7636,54410,2346,6803,1751,11128,32381
2200277,4912,35944,2053,3147,1141,8456,21147
2200301,14268,100596,4542,8228,3491,21243,63093
2200400,40440,419008,38497,13726,42296,149702,174787
2200459,5392,70755,5571,20991,2970,13932,27290
2200509,17592,144372,10244,10253,6653,45069,72152
2200608,6792,64039,5362,4661,2933,21475,29607
2200707,9818,77269,4526,6171,3499,19146,43928
2200806,3158,136649,5800,31539,58517,24109,16684
2200905,5844,48660,2874,4969,1856,11835,27126
2200954,2551,21585,729,3916,713,3310,12917
2201002,4735,37152,1807,2485,2384,8153,22323
2201051,7828,55577,1733,8685,1465,8198,35496
2201101,11252,79069,3447,7992,3674,15869,48086
2201150,11497,953258,67109,643100,38686,142123,62240
2201176,3950,33275,1784,1634,1596,7999,20262
2201200,46941,394868,25113,20996,15118,124003,209638
2201309,3344,27412,799,3028,969,4292,18325
2201408,7038,68556,4179,7452,7577,16723,32625
2201507,26806,191984,9730,14907,7547,48524,111275
2201556,3999,35210,1870,4977,1257,7178,19929
2201572,3544,29181,1304,2329,1952,5807,17788
2201606,10462,75957,3823,5704,2838,17641,45950
2201705,5495,58726,8194,4448,7177,12799,26108
2201739,6200,52702,3525,3798,1512,13830,30037
2201770,6744,52732,2285,6074,1386,10692,32296
2201804,4496,43704,2323,7550,1660,9584,22588
2201903,24960,908345,114659,256992,37393,383593,115709
2201919,5608,52807,5439,10954,1561,7780,27073
2201929,5654,41471,2092,3056,1176,9337,25810
2201945,6388,43252,1739,1547,1214,9407,29345
2201960,8310,56112,2091,3953,3475,10815,35778
2201988,3902,34226,1545,4294,1436,6810,20141
2202000,19754,174276,11920,21546,8026,43607,89177
2202026,8223,57380,2055,7811,2057,9182,36274
2202059,10540,67421,3103,5359,2040,13654,43264
2202075,3544,27716,1481,2795,799,4661,17980
2202083,7608,81989,4516,18755,2827,21070,34821
2202091,5770,107137,11974,4461,54571,9543,26588
2202109,5603,43991,2145,5678,1498,9060,25610
2202117,5019,37816,1276,1854,2050,6854,25781
2202133,5919,57380,3897,9541,1893,15053,26998
2202174,7245,49785,1464,3156,1314,7911,35940
2202208,46770,610943,64307,18301,43392,264503,220440
2202251,3957,31405,1072,4551,1017,4876,19889
2202307,21112,222099,17750,25773,9552,77241,91783
2202406,11388,92595,5509,5905,3291,26328,51562
2202455,4086,33207,2332,3351,893,6995,19636
2202505,10866,79750,3871,4055,2538,18570,50716
2202539,5845,47388,2214,6918,1286,9225,27744
2202554,5049,39081,1752,4235,1418,6890,24786
2202604,19715,175769,12137,17485,10871,48433,86844
2202653,5395,46253,1943,6063,1559,8486,28202
2202703,27725,221780,12560,23465,7522,60470,117763
2202711,4881,40055,1805,1967,1210,9049,26025
2202729,6140,47249,2297,5591,1543,10082,27736
2202737,4007,32145,1189,2489,1017,6452,20998
2202752,6451,59584,4944,3821,2843,18881,29095
2202778,7651,55391,3103,4684,1977,11740,33887
2202802,4798,49286,2705,12434,1937,9714,22496
2202851,4678,35235,1714,3167,1427,6645,22281
2202901,26575,453884,46247,91818,17068,180961,117792
2203008,8264,56683,2041,8737,1384,8475,36046
2203107,10401,101931,8377,4090,4742,37084,47637
2203206,11348,102027,5575,12210,7003,27978,49260
2203230,4939,272393,15709,190321,10481,31477,24406
2203255,4425,30494,1091,2706,817,5226,20654
2203271,5316,71195,16238,3130,20477,6062,25288
2203305,13793,168917,19613,2833,44761,41253,60458
2203354,6992,51709,2129,4327,1579,10868,32807
2203404,6884,74904,8094,6386,3122,28631,28672
2203420,4356,33774,1423,4228,1082,6637,20404
2203453,9546,61119,2660,7213,1492,10154,39599
2203503,14630,138420,10720,11201,5831,47900,62769
2203602,4900,44729,3485,3063,1986,13984,22210
2203701,39621,375291,30029,10131,22937,138984,173210
2203750,5295,30567,976,3170,590,4408,21423
2203800,4464,37571,1626,3978,1870,7847,22250
2203859,2556,21554,946,1946,608,4377,13677
2203909,59840,1104970,146940,15782,89602,591804,260842
2204006,5349,38817,1970,3390,1479,8339,23638
2204105,4373,38522,1605,7388,1365,7105,21059
2204154,3166,29894,1100,1306,4755,6441,16292
2204204,9262,70268,4557,4745,2490,20614,37864
2204303,11590,101016,6015,9372,6376,28464,50789
2204352,5424,46974,2950,8444,3951,8677,22953
2204402,10686,226349,14690,114639,8168,39536,49316
2204501,10500,741264,18906,182769,441230,48912,49447
2204550,4556,33488,1112,2686,1134,5849,22708
2204600,3875,29636,1331,2371,1163,6036,18736
2204659,9394,72755,4066,12251,2617,12598,41224
2204709,15296,137043,9415,17816,7829,37276,64707
2204808,9782,72083,4321,6600,2947,17121,41093
2204907,8551,62741,3353,5928,1852,13806,37801
2205003,11507,88743,4679,11606,3382,19675,49402
2205102,11010,110176,6985,12207,4458,33388,53138
2205151,5753,48607,2924,6910,2190,10295,26288
2205201,19035,171845,11304,21525,6137,51665,81215
2205250,4494,29926,1081,2390,914,5135,20406
2205276,4855,42490,1770,7514,1441,7455,24309
2205300,4457,43566,2201,5750,1780,9751,24084
2205359,3010,27245,1713,4186,934,4136,16277
2205409,14332,96669,4504,8320,3155,20040,60650
2205458,5419,38675,1744,3078,1056,6738,26059
2205508,39072,350170,22640,28227,19136,105812,174355
2205516,5472,47895,2095,3739,4529,10136,27395
2205524,5614,43182,1698,5734,1229,6472,28049
2205532,4748,40467,1515,3823,3609,7292,24228
2205540,2831,22299,769,1134,820,4868,14709
2205557,8504,62623,3004,3748,2228,13887,39756
2205565,4653,176847,46976,3149,64370,38421,23931
2205573,6738,45124,1452,1897,1402,8168,32205
2205581,4052,50005,3456,3045,10184,13715,19606
2205599,5154,42396,1808,7929,1556,6960,24144
2205607,5307,77731,4775,30976,3522,14794,23665
2205706,30177,305912,24433,31241,15460,100518,134260
2205805,25467,206548,12522,13106,8259,61363,111298
2205854,8276,53521,1951,3980,1380,9709,36502
2205904,5348,42089,2300,4722,1526,10277,23263
2205953,8439,69608,5702,1974,2501,21099,38333
2206001,4550,41801,2895,3616,2043,12009,21237
2206050,6434,42105,1402,3135,1157,7700,28711
2206100,10913,77170,4046,3812,3986,17346,47979
2206209,33684,238849,11390,17892,8153,52312,149101
2206308,1250,16536,795,1854,1330,2882,9674
2206357,6617,46940,1922,4172,1241,8943,30662
2206407,10565,94011,7299,7070,6808,28969,43864
2206506,7729,62948,3390,9688,2213,13832,33825
2206605,10611,196144,11948,92671,7054,31894,52577
2206654,4533,31608,867,4667,853,3492,21729
2206670,6781,47196,1777,2873,1867,9161,31519
2206696,9105,67295,2405,10492,1934,10158,42306
2206704,7356,54053,2956,4059,1975,12363,32700
2206720,8536,87114,7399,7907,11487,19510,40812
2206753,4847,38050,1139,3033,1109,6784,25984
2206803,8661,68954,2405,3455,2240,13149,47705
2206902,6575,45821,2464,2813,2077,10381,28085
2206951,2979,24021,1032,2920,669,4737,14663
2207009,36971,441017,47168,12554,31447,198894,150955
2207108,2449,20842,816,3532,659,3440,12395
2207207,6862,59726,4219,4266,3699,17184,30358
2207306,4132,38345,2195,4119,1556,9192,21283
2207355,3375,35369,1585,8991,1092,6166,17535
2207405,5051,70831,3925,32240,2560,10286,21820
2207504,14488,105962,5409,13968,3991,21142,61451
2207553,3953,34540,1235,7108,1128,5358,19711
2207603,10762,90083,5389,16957,2583,15752,49402
2207702,152653,2322827,288704,32564,219402,1148425,633732
2207751,4302,35435,1780,4053,1414,7200,20988
2207777,6377,48585,2451,5826,1939,9577,28791
2207793,4023,27192,1025,3143,829,4576,17619
2207801,20490,205991,16958,7895,9795,81139,90203
2207850,3685,29983,1414,3708,1071,6260,17530
2207900,38704,321124,21716,10806,13527,107235,167840
2207934,2529,24602,989,2962,793,6017,13842
2207959,4365,36386,1617,4561,1586,6718,21904
2208007,78002,1516822,195521,31297,112839,831657,345508
2208106,12115,85841,3921,11921,3495,16286,50217
2208205,18389,173996,10356,36961,6453,41563,78662
2208304,28703,281114,21616,16715,17853,103515,121415
2208403,63694,718877,69779,16844,54294,304286,273674
2208502,12526,90772,3303,4121,3453,18140,61754
2208551,2700,22740,778,2203,705,3836,15217
2208601,3153,24619,1130,1070,970,5642,15808
2208650,8966,75026,6485,5744,2082,22289,38426
2208700,8758,73763,4446,10486,2627,16733,39471
2208809,17978,185292,8735,46473,6560,42396,81128
2208858,4316,37431,2140,5773,1126,5471,22920
2208874,4464,229983,5565,3512,190509,6067,24330
2208908,7305,399082,23371,275180,16478,48210,35844
2209005,6431,50419,2769,4900,2044,12196,28511
2209104,6232,53106,3022,4641,2203,14435,28805
2209153,4004,34845,1677,5939,944,6359,19925
2209203,6252,322460,26190,179119,19804,65860,31486
2209302,5836,47510,2204,9566,1992,8308,25440
2209351,4625,35553,2025,2902,1253,8195,21178
2209377,5258,36933,1826,2889,1869,7262,23087
2209401,6388,61279,6489,6400,7384,13522,27483
2209450,2155,14126,354,323,512,2149,10787
2209500,3785,31539,1401,3586,1210,6315,19027
2209559,4444,32220,1117,3029,1249,6048,20777
2209609,2954,27495,1288,2457,1138,6006,16607
2209658,5731,42227,2132,3238,1490,8933,26435
2209708,6425,50839,2142,4789,1770,10037,32101
2209757,3025,32270,1538,7222,940,5715,16855
2209807,4999,42130,1929,6884,1722,8750,22844
2209856,4602,36045,1654,3033,1332,7817,22209
2209872,6019,47045,2784,2101,1388,11936,28836
2209906,6157,50047,2166,5872,1791,10688,29529
2209955,4832,30369,1148,2209,1013,4968,21030
2209971,7937,51820,2056,2277,1420,10586,35481
2210003,20537,228973,21838,6665,13165,94767,92537
2210052,5338,49103,2589,9982,1628,9883,25023
2210102,3750,33916,1643,3353,1281,7397,20241
2210201,6710,57381,3371,9204,2544,12812,29450
2210300,6353,47878,2919,3295,2121,11917,27626
2210359,4568,32740,1112,2529,1177,6088,21834
2210375,2642,19123,638,1214,792,3156,13322
2210383,2449,21952,834,1757,709,4310,14341
2210391,3040,22823,832,2171,617,3911,15292
2210409,17686,133164,5670,15532,4749,27506,79707
2210508,14255,104480,5799,6970,4471,25418,61822
2210607,34535,448746,46440,10573,28464,208248,155021
2210623,3488,38284,1368,10307,943,5081,20584
2210631,4286,148951,8662,92206,7145,17941,22996
2210656,10024,65281,2663,4479,2025,13177,42937
2210706,14615,259486,7929,10297,144476,29472,67312
2210805,12663,142342,12040,15663,5819,49421,59399
2210904,4576,31871,1538,2794,1073,6193,20273
2210938,6692,55339,3617,5942,2994,13390,29397
2210953,2908,24343,867,2173,722,4404,16176
2210979,2756,26884,1049,3713,903,5076,16143
2211001,861442,20961472,3232765,52437,2777248,10837744,4061278
2211100,44396,365879,22969,30415,19649,100569,192277
2211209,21457,1703353,233772,612290,332428,414468,110394
2211308,20906,239353,21071,21518,14546,94895,87323
2211357,4956,37444,1364,3529,1108,6647,24796
2211407,4397,32649,1813,2293,1269,7628,19645
2211506,3075,25815,1344,2526,830,5757,15357
2211605,2990,29804,2429,3374,961,8002,15037
2211704,4454,34037,1476,3661,1111,6543,21245
2300101,11663,85846,4189,14946,3141,19285,44285
2300150,15399,124356,7057,6437,18779,34662,57421
2300200,62557,558812,37405,82846,36584,181934,220042
2300309,53931,379578,21058,49896,14967,116918,176739
2300408,17303,111163,2955,18583,2479,24063,63083
2300507,11529,75015,1511,5777,4757,19879,43091
2300606,7521,49689,1740,4026,1985,11589,30349
2300705,17096,152308,6434,41507,6180,37356,60831
2300754,43131,435221,22992,47396,113388,90921,160523
2300804,7328,53423,2307,2321,2197,16466,30132
2300903,14814,100811,3936,8578,6266,24937,57094
2301000,79563,1959663,335624,83063,361652,844058,335267
2301109,74084,1126870,92300,109146,213061,457196,255168
2301208,26437,197161,8096,25244,8251,56832,98738
2301257,10901,78076,2001,8643,9389,16534,41510
2301307,21550,144917,4097,17622,5177,31735,86286
2301406,11346,129854,2610,33886,3317,25076,64966
2301505,7836,54124,1908,8367,1587,11543,30719
2301604,23417,162680,6727,20093,6001,49567,80292
2301703,24699,185521,9239,25303,7099,57390,86490
